target,post,postID,post_time,author,comment_time,comment
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,moraregnier,2020-03-06T05:02:34.000Z,i got a tattoo of rare!!! love u
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,josegonzaleztv,2020-03-06T05:02:48.000Z,TE AMO❤️😍
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,sheisselenagomez,2020-03-06T05:02:46.000Z,YOU ARE ADORABLE
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,katie.cayon,2020-03-06T05:01:59.000Z,"Девочки, да, известные бренеды проводят опр,ос, с огромным вознагражден4ием! Мне вчера 64т запл,атили, я чуть с ума не сошла ). Он продолжается пока что, успевай пока не за.кончился! Ссы,лка на этот оп,рос в моем статусс, е есть, посмотри - пройди."
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,gclxo_,2020-03-06T05:02:46.000Z,where is rare deluxe :(((
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,l.idija_,2020-03-06T05:02:33.000Z,YES
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,mich.osorio,2020-03-06T05:02:32.000Z,I love uu❤️❤️❤️
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,kilani.skye,2020-03-06T05:02:33.000Z,❤️❤️❤️
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,vilmaperess,2020-03-06T05:02:31.000Z,❤️❤️❤️❤️
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,telesco2pe,2020-03-06T05:03:00.000Z,We plant trees 🌱 because we do care about climate change and because we believe that we can only fix this world Together! Please help us make the world a better place! 🌎
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,selenagomezkind,2020-03-06T05:02:36.000Z,I love you ❤
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,sophibeg,2020-03-06T05:02:40.000Z,ugh amazing
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,axel.gomess,2020-03-06T05:02:38.000Z,can u just post a new song
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,nicneresc,2020-03-06T05:02:40.000Z,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😭
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,itzelh._,2020-03-06T05:02:34.000Z,😍😍
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,bcbaba,2020-03-06T05:02:31.000Z,Good going.. one day you'll meet him..
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,jxliya._78,2020-03-06T05:02:33.000Z,Omg Ilysm💖💖💖💖
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,patil.surajd,2020-03-06T05:02:40.000Z,👏👏👏👏👏
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,_selena_gomez__sunshine,2020-03-06T05:02:46.000Z,😍😍😍😍😍😍 Sounds perfect!!!
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,tanu_569,2020-03-06T05:02:30.000Z,sayin🔥selana love💕
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,sg_rare,2020-03-06T05:03:00.000Z,Omg ilysmsmsmsm💖💖💖💖
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,m.cahuana_c,2020-03-06T05:02:40.000Z,❤️❤️❤️
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,selenatorlovesmarie,2020-03-06T05:02:59.000Z,I love you 😭❤️
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,h3llk4t,2020-03-06T05:02:40.000Z,TE AMOOOO AMOR💖😭
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,sophibeg,2020-03-06T05:02:43.000Z,revolutionary
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,ramimalekfanclub,2020-03-06T05:03:01.000Z,SHE IS THE MOMENT
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,damn.thoughts_,2020-03-06T05:02:25.000Z,Check out my page for a follow back 👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,meganclaw12,2020-03-06T05:02:38.000Z,I am in mood boys
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,avaj_13,2020-03-06T05:02:31.000Z,❤️❤️❤️❤️❤️❤️❤️❤️❤️
selenagomez,"In honor of Rare (Live) being out on all platforms, here we have @madisonemikolove and I reinventing the song during our breaks 😐",1,2020-03-06T05:01:53.000Z,bcbaba,2020-03-06T05:03:05.000Z,Good going.. one day you'll meet him..
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,rarebeauty,2020-03-05T20:37:10.000Z,💖
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,tombachik,2020-03-05T20:59:48.000Z,❤️
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,marissa.marino,2020-03-05T20:55:44.000Z,Yesss all the feels 😭🥰
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,goldnthegreat,2020-03-05T23:09:22.000Z,👏👏👏
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,estherhouston,2020-03-05T20:43:14.000Z,Loveeee 🔥🔥🔥
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,bangbangnyc,2020-03-05T20:41:40.000Z,🙌🙌🙌
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,jessiepaege,2020-03-05T20:36:47.000Z,🌈 stream rare 🌈
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,disneylandgomez,2020-03-05T20:36:56.000Z,Miss this tour so much 😩
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,real_ali_shah,2020-03-05T20:41:32.000Z,❤️❤️
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,andresvilchezzz,2020-03-05T20:53:34.000Z,😍😍😈
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,rickydillon,2020-03-05T21:28:15.000Z,YES GIRL
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,nakedwardrobe,2020-03-05T20:52:10.000Z,🤍🤍🤍
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,elizabethloaiza,2020-03-05T21:09:15.000Z,❤️❤️❤️❤️❤️
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,valeria_orsini,2020-03-05T21:24:41.000Z,😍
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,maisa,2020-03-05T22:18:50.000Z,Ily
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,kurretulaynmatur,2020-03-05T21:43:58.000Z,🍒
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,pumasportstyle,2020-03-06T01:47:41.000Z,❤️
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,videosofgomez,2020-03-05T22:36:49.000Z,miss it sm
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,verawanggang,2020-03-06T02:26:56.000Z,🖤
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,winnyputrilubis,2020-03-06T02:18:07.000Z,❤️❤️❤️
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,radenrauf,2020-03-06T03:33:00.000Z,💜💜💜
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,lilyenna1995,2020-03-06T04:37:01.000Z,one of my favorite song
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,hafizsankhala,2020-03-06T05:10:13.000Z,Where is Justin Bieber😊
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,jessicapinheiro02,2020-03-06T04:50:20.000Z,I love SO much this song! 😍
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,__shivani__roy_,2020-03-06T05:14:07.000Z,Old is gold❤️❤️😍😍 🔥🔥🔥 fav from that tym....❤️😍👏👏 keep growing
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,shholln,2020-03-06T03:36:12.000Z,❤️❤️❤️😘
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,kathy_luw,2020-03-06T05:26:56.000Z,I love it this song! 😍❤️
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,sharvaridhumal,2020-03-06T04:39:31.000Z,@ananya_1357 she slays everytime!💃🏻🥰
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,brittbritt_36,2020-03-06T05:31:09.000Z,@adriaaanalopez remember when we went!? It was so much fun.
selenagomez,Throwback to Feel Me on the Revival Tour!,2,2020-03-05T20:35:15.000Z,janinabarzola,2020-03-06T04:39:47.000Z,@melaniemolina29 dime si no es hermosa 💖
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,rarebeauty,2020-02-25T16:32:08.000Z,💕💕💕
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,tombachik,2020-02-25T21:20:49.000Z,💗💗💗
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,caro_franklin,2020-02-25T16:37:46.000Z,😷😂 love this!
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,diaryofafitmommyofficial,2020-02-25T16:31:48.000Z,So fun!!
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,lizgolden,2020-02-25T16:53:03.000Z,THE LAST ONE - i’m toast. #DRAMA
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,lulus,2020-02-25T18:53:32.000Z,Looks so fun! 😍😍😍
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,fuckinselenator,2020-02-26T09:37:41.000Z,Take care baby
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,esrakaplan03,2020-02-26T11:56:42.000Z,❤️❤️
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,_i.am.the.legend_,2020-02-26T11:56:16.000Z,🔥🔥
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,_imsuuun_,2020-02-26T11:52:37.000Z,so cute 😍
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,syaaaviraa,2020-02-26T11:56:10.000Z,❤❤❤✨
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,_imsuuun_,2020-02-26T11:52:17.000Z,so cute😍
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,amirkhanmaseed2917,2020-02-26T11:53:57.000Z,😍😍
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,thatloveloren,2020-02-26T11:52:20.000Z,babyg🔥
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,esrakaplan03,2020-02-26T11:56:46.000Z,❤️❤️❤️
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,silent_gorilla_209,2020-02-26T11:52:40.000Z,😲😊👍
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,selenagomesdessert,2020-02-26T11:15:09.000Z,Gt
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,fm_.as,2020-02-26T11:55:06.000Z,😻😻
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,selenagomesdessert,2020-02-26T11:15:07.000Z,Gt
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,amirkhanmaseed2917,2020-02-26T11:53:53.000Z,❤️❤️
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,iluvudontforget,2020-02-26T11:54:52.000Z,🤍🤍🤍🤍
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,elizabethloaiza,2020-02-25T16:43:29.000Z,"@selenagomez  Super! Se ve que la pasaron ,rebien,que lindo verte feliz!❤️🙌 bendiciones!🙏🏻"
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,zulfranchesxa,2020-02-26T13:23:23.000Z,@rvaske immediately thought about how you and missing your girl 😭
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,badrthelove,2020-02-26T10:50:03.000Z,I committed to giving 💯 no matter how many people showed up. As long as I had 1 person I am committed to them. I believe that if I can change or help one person all my energy and love is worth it! @selenagomez 💘💜💘
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,jordan_richardss,2020-02-26T07:16:22.000Z,@dianaxrz23 should’ve want to CHI!!
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,fm_.as,2020-02-26T11:55:06.000Z,😻😻
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,red_naui,2020-02-26T12:26:43.000Z,@nixoax
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,xoxopawpaw,2020-02-26T13:35:14.000Z,@efi_orkopoulou Selena Gomez was there too!
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,selenagomesdessert,2020-02-26T11:15:07.000Z,Gt
selenagomez,Momma and I being tourists. We take great pictures. OH and we went to CrimeCon! Love you Chicago and the bean.,3,2020-02-25T16:30:46.000Z,badrthelove,2020-02-26T10:35:01.000Z,"We are what we think. All that we are arises with our thoughts. With our thoughts, we make the world. @selenagomez 💙💘💙"
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,raquellestevens,2020-02-24T16:12:33.000Z,❤️❤️
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,tranterjustin,2020-02-24T16:33:20.000Z,SO GOOD!!!
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,connarfranklin,2020-02-24T19:48:58.000Z,Beautiful ❤️❤️❤️
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,petrafcollins,2020-02-25T00:16:49.000Z,🥰
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,rarebeauty,2020-02-24T23:36:57.000Z,💖💖💖
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,aleenkeshishian,2020-02-25T08:19:51.000Z,I love this so much Sel ❤️
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,petrafcollins,2020-02-25T00:16:39.000Z,🥰
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,annaballins,2020-02-24T16:11:21.000Z,♥️🦋
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,nakedwardrobe,2020-02-24T16:07:40.000Z,SO GOOD!! 😍😍😍
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,paulanekodesu,2020-02-24T23:03:40.000Z,"She's cute and good at acting but her singing is a big no. She has no voice. No hate, just the truth."
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,javierramireze,2020-02-24T16:27:37.000Z,❤️ te amo
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,sexlikeselena,2020-02-24T16:35:49.000Z,The voice of an angel. Breathtakingly beautiful 👼🏼💞✨
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,maisa,2020-02-24T16:56:00.000Z,💜
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,foufa_21_,2020-02-24T23:21:31.000Z,I think the girl next to her sings way better
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,christinalareal,2020-02-24T21:59:57.000Z,Ok but someone else with a better voice was singing too 🤔
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,rxcan,2020-02-24T17:02:23.000Z,😩😍😍
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,real_ali_shah,2020-02-24T16:54:55.000Z,👌
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,carol_nakamura,2020-02-24T17:49:59.000Z,Maravilhosa 💗
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,anish.multani.858,2020-02-25T07:25:50.000Z,Beautiful ! 😍❤❤🔥
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,hsknghts,2020-02-25T05:44:40.000Z,No hate but this is exactly why selena and justin never worked out. Both of you are broken and insecure and messed up. Selena is a very lovely lady behind all her insecurities. Its not always just the other people’s fault sometimes its also how we deal with things. Selena let people break her. I wish selena will find someone like Hailey too. Who’ll love her for her without insecurities and with tons of patience. Justin was a wrecked but hailey was just perfect for him. She’s veryyyy confident and she doesnt seem needy unlike selena. She’s not insecure and now justin can focus on his healing process. Selena should watch bieber’s YT special. Its gonna hurt but i really believe that she’ll learn sooooooo much from it. Her questions will be answered. I hope you read this selena. We love you!! Stay strong!! ❤️❤️
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,jdldbz,2020-02-24T23:01:29.000Z,I think one of the Reason People say selena cant sing other then her voice is we rarely hear her sing without a background voice playing in the back
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,lisakhyung,2020-02-26T02:40:25.000Z,"Tbh, she’s not vocally talent. 😔 I felt like she’s only talking or sounds like an average gal karaoking 🎤. Just because she’s famous makes her “sound good”. If it’s a random local gal it’s horrible."
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,tharangakande,2020-02-25T04:04:11.000Z,She can sing quite well when she's confident
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,shholln,2020-02-24T17:27:25.000Z,I am so proud of you! I love you very much❤️🙏😘
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,dereckjoe24,2020-02-26T03:17:32.000Z,Back up singer better tho. Sorry not sorry
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,adventuresofphin,2020-02-26T05:56:26.000Z,Please stop singing
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,yulinurfitri,2020-02-25T10:35:38.000Z,live in studio with some edit . incredible manipulation
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,simsimsim1232,2020-02-26T09:47:30.000Z,BAD Voice
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,mariakaperonis,2020-02-25T03:30:22.000Z,Obviously altered..she’s in a studio and literally can’t hold a note live @gabriellaballas
selenagomez,"Some friends and I got together to do a little live performance of Rare, hope you enjoy it as much as we did 💖 link in bio",4,2020-02-24T16:04:58.000Z,annanelly_,2020-02-25T04:48:34.000Z,The fact that she sing live at studio not at @theellenshow or @jimmyfallon lol we all know AUTOTUNE working so hard in the back lol only clownators believe she perform live here😂😂💀
selenagomez,"On the Revival Tour, I introduced a song that you guys haven’t stopped talking about since. Soo you asked and I listened 😘 Today, Feel Me is out online and vinyl everywhere 🖤",5,2020-02-21T05:00:29.000Z,hungvanngo,2020-02-21T05:16:49.000Z,Love this song ❤️
selenagomez,"On the Revival Tour, I introduced a song that you guys haven’t stopped talking about since. Soo you asked and I listened 😘 Today, Feel Me is out online and vinyl everywhere 🖤",5,2020-02-21T05:00:29.000Z,marissa.marino,2020-02-21T06:59:34.000Z,Yessss finally!!!
selenagomez,"On the Revival Tour, I introduced a song that you guys haven’t stopped talking about since. Soo you asked and I listened 😘 Today, Feel Me is out online and vinyl everywhere 🖤",5,2020-02-21T05:00:29.000Z,tmarie247,2020-02-21T05:44:00.000Z,‼️‼️‼️‼️‼️
selenagomez,"On the Revival Tour, I introduced a song that you guys haven’t stopped talking about since. Soo you asked and I listened 😘 Today, Feel Me is out online and vinyl everywhere 🖤",5,2020-02-21T05:00:29.000Z,tombachik,2020-02-21T05:12:25.000Z,🖤🙌🖤
selenagomez,"On the Revival Tour, I introduced a song that you guys haven’t stopped talking about since. Soo you asked and I listened 😘 Today, Feel Me is out online and vinyl everywhere 🖤",5,2020-02-21T05:00:29.000Z,natalie_ganzhorn,2020-02-21T05:25:19.000Z,😍♥️♥️
selenagomez,"On the Revival Tour, I introduced a song that you guys haven’t stopped talking about since. Soo you asked and I listened 😘 Today, Feel Me is out online and vinyl everywhere 🖤",5,2020-02-21T05:00:29.000Z,disneylandgomez,2020-02-21T05:02:32.000Z,This song is such a bop! So glad you decided to release it!! 🖤
selenagomez,"On the Revival Tour, I introduced a song that you guys haven’t stopped talking about since. Soo you asked and I listened 😘 Today, Feel Me is out online and vinyl everywhere 🖤",5,2020-02-21T05:00:29.000Z,karolsevillaofc,2020-02-21T05:03:06.000Z,❤️❤️😍
selenagomez,"On the Revival Tour, I introduced a song that you guys haven’t stopped talking about since. Soo you asked and I listened 😘 Today, Feel Me is out online and vinyl everywhere 🖤",5,2020-02-21T05:00:29.000Z,maxehrich,2020-02-21T05:06:22.000Z,<3
selenagomez,"On the Revival Tour, I introduced a song that you guys haven’t stopped talking about since. Soo you asked and I listened 😘 Today, Feel Me is out online and vinyl everywhere 🖤",5,2020-02-21T05:00:29.000Z,sexlikeselena,2020-02-21T05:40:24.000Z,WE ARE SO HAPPY!!!!
